,rec1,rec2,rec3,rec4,rec5
839,12575,14442,2939,16692,14136
840,1781,13509,14266,7021,6268
841,14597,5481,11453,14654,9328
842,6135,11096,11333,12490,6021
843,12575,8058,4261,13614,1951
844,6386,15100,3138,2022,10377
845,1951,306,4305,12288,9819
846,16092,3496,2070,14392,5589
847,7152,16830,7397,15808,12734
848,16234,2368,16092,9577,900
849,10080,13361,3300,15709,18
850,6386,6886,3138,900,7501
851,5481,16234,7067,10122,11650
852,10769,5510,14006,4279,12251
853,7856,4026,16257,11892,7241
854,13145,7147,10769,14006,17522
855,8373,5481,9881,10122,9328
856,10937,12575,13202,12818,2939
857,12324,13193,7564,2841,6782
858,4074,15248,14279,10241,12245
859,5027,14279,10241,12245,5401
860,16092,16385,14654,3895,14566
861,13135,13614,7817,17472,8309
862,2949,10079,900,15674,5242
863,1951,4057,930,10056,7449
864,6386,9193,3138,10377,17457
865,5481,14006,9328,10621,7501
866,5481,16234,10122,8380,11650
867,12795,354,11606,10377,11714
868,11298,15372,4279,14371,10250
869,12174,16965,1028,6386,3138
870,16254,13145,9881,13457,10769
871,13295,16890,726,8665,654
872,8380,1611,15506,10836,1686
873,17342,17377,8063,16611,7337
874,7067,9881,10769,15372,15053
875,581,6886,6386,600,3106
876,6386,3138,7501,15053,6656
877,6886,5481,10122,4205,14006
878,6386,3138,682,11333,15674
879,10114,1611,879,8471,2454
880,13145,10836,10526,5034,5643
881,13509,2449,6268,14514,5020
882,12575,16789,13614,8058,2939
883,11432,1833,11333,12490,4120
884,1951,4305,3660,530,16019
885,16853,9193,7327,16259,15140
886,12575,3745,9289,2939,569
887,13145,9881,14371,9920,4318
888,13145,11298,15372,14006,10250
889,1820,4772,12639,4128,1267
890,1951,9470,12029,11206,12062
891,6386,3138,15140,6662,10377
892,5481,754,9881,14006,9577
893,1611,10114,16464,10361,6998
894,6386,9193,16853,3138,10241
895,13135,13614,17167,14256,3280
896,10445,7021,14485,4428,8089
897,16513,6386,12821,11889,3899
898,12575,8058,1951,13614,4261
899,16234,9577,900,15674,5242
900,16234,2368,16853,16385,16259
901,13882,13509,1195,3060,14715
902,6386,16092,11333,15674,5242
903,13145,7147,11298,15372,9920
904,1011,4373,1951,15102,5854
905,5404,3763,148,15632,5381
906,16234,900,8665,12288,16372
907,1781,3820,6491,14941,2352
908,9304,2512,16949,17489,16019
909,5791,10492,6300,13145,11298
910,1951,4305,16019,4428,16487
911,16092,3895,14566,9890,7119
912,10121,12608,5481,36,314
913,16092,11333,15674,5242,10377
914,13295,1781,3300,7021,16350
915,13509,6268,14514,5020,16233
916,15010,17039,9881,15372,9888
917,15888,16092,16385,3895,13417
918,4564,15102,5854,7948,10147
919,6386,16092,3138,15674,5242
920,16092,3138,12490,15674,5242
921,16254,9881,11298,4279,10250
922,5027,232,3763,3278,148
923,10419,3300,8665,10430,10951
924,1951,12906,4305,13018,16019
925,6386,2735,6886,3138,7501
926,7152,2368,11179,600,12620
927,15888,16092,9016,3895,17019
928,12575,2939,16092,2575,10608
929,3138,12490,5391,12694,12212
930,4057,9777,10054,10056,7449
931,7335,1138,4428,11342,12686
932,13698,14348,900,5801,14273
933,6886,14597,5481,2435,9328
934,16234,2368,16092,9577,900
935,12575,2939,306,2913,2851
936,4475,14359,15526,12686,11342
937,7856,11559,7741,10410,4026
938,15638,1765,8419,4428,2966
939,12659,3686,5584,11638,13210
940,10215,1951,15102,5854,6897
941,14006,10250,9920,2220,5573
942,11333,12490,8629,14638,6021
943,12447,9660,3895,13164,1048
944,4430,12490,5391,3169,12694
945,6386,17062,3138,16259,10377
946,9193,16853,16385,16259,15140
947,17273,15799,8892,5327,8042
948,15888,16092,16385,13417,7119
949,6386,16092,3138,12490,15674
950,11597,11596,7976,6277,230
951,4373,1951,15102,5854,4305
952,15476,8543,2368,16642,16853
953,10122,9289,7484,8542,9251
954,9660,15482,16385,9661,13969
955,13509,6268,15550,14514,5020
956,6135,11333,12490,4964,12649
957,13963,2851,13807,8126,16811
958,6386,3138,3809,10377,9673
959,7152,12795,11179,16830,3217
960,17633,555,6,317,12704
961,6386,16853,3138,13955,10377
962,13509,4772,12639,6268,8663
963,14442,13614,13135,17583,16013
964,9881,7067,14654,11298,15530
965,1951,12575,4305,9819,16019
966,1951,2939,4305,16019,16487
967,16254,13145,11298,4279,10250
968,6386,9193,3138,15140,10377
969,830,1951,1136,15046,5246
970,12639,3193,14485,4428,12686
971,5481,13145,9328,7501,9579
972,6268,57,5263,14514,5020
973,10010,17346,1191,14348,9872
974,7147,16254,14654,11298,15530
975,6386,3138,15053,15674,5242
976,9881,16254,7147,15372,4318
977,5352,3607,11412,3763,14692
978,13509,10977,17273,6268,14514
979,17633,555,960,6,10079
980,16890,654,13433,648,13502
981,6386,3138,900,7501,8494
982,1833,16092,2851,7119,7371
983,1011,1951,7621,1947,7021
984,11678,7021,8605,8753,8810
985,15301,12795,5027,1138,354
986,16092,12490,1019,10998,14392
987,10705,16920,5643,16347,3114
988,13457,6386,16092,3138,11333
989,13295,6538,3660,16350,5419
990,11889,12821,3899,17012,15873
991,11852,4598,734,12820,15906
992,6386,3138,15140,10377,13427
993,10355,410,14654,13004,452
994,3138,12490,15674,5242,10377
995,12447,16863,7152,16830,15808
996,13963,2851,13807,8126,2778
997,997,1888,10648,10710,6640
998,13698,10456,1048,16338,12354
999,6386,15100,3138,2022,16706
1000,15888,16092,3895,15530,13417
1001,1002,15047,10503,4630,9539
1002,15047,10503,4630,9539,10546
1003,4198,16092,10761,5280,2309
1004,1028,4775,14716,4521,3059
1005,6386,11333,12490,15674,5242
1006,1833,10419,8665,16350,5282
1007,12575,2939,306,2913,13807
1008,16695,14670,7397,9723,3278
1009,1833,11333,12490,8665,12558
1010,1951,135,4305,8392,16019
1011,320,8475,2949,15897,9577
1012,4373,1951,15102,5854,7199
1013,1951,9780,10334,4305,16019
1014,3809,11387,6849,15067,10966
1015,1951,4373,15102,5854,10582
1016,16092,11333,12490,15674,5242
1017,16204,709,2949,16234,9577
1018,13963,10366,8126,11799,10045
1019,3071,16092,3895,15530,2012
1020,5653,2989,12672,1652,11196
1021,13295,8665,16350,16027,5282
1022,8940,8629,1877,14638,4048
1023,12575,14442,13135,4261,6093
1024,17342,3138,17377,16433,14192
1025,6386,3138,2022,13955,10377
1026,14716,14881,16207,4521,3059
1027,4430,6386,11333,12490,5391
1028,4775,14716,4521,2910,7674
1029,4699,9294,4428,11342,12686
1030,724,9972,16092,3145,12529
1031,7120,13698,6156,14411,1048
1032,5344,8665,5370,3193,12639
1033,1781,13509,7021,6268,15842
1034,3193,12639,7021,14485,1703
1035,6386,3763,8126,16321,14973
1036,6386,16853,3138,15140,10377
1037,12795,5027,4475,3763,354
1038,2368,16234,1833,16092,9577
1039,13509,8212,6268,354,14514
1040,5404,480,16120,13811,15632
1041,7147,9881,12674,14654,15372
1042,12575,8058,13135,13614,16789
1043,3895,14566,1048,7111,7110
1044,4428,11342,12686,16665,9707
1045,16092,16385,14276,13417,7371
1046,3654,16234,8104,2368,690
1047,6386,6886,3138,7501,6590
1048,724,16234,13698,13093,2368
1049,1833,16092,2851,7119,7371
1050,5404,3763,148,15632,5381
1051,16234,2368,16092,9577,7501
1052,13963,3138,8126,16321,14973
1053,6135,11096,2036,11333,12490
1054,12575,13135,6093,1951,4261
1055,10445,12841,11733,7021,4428
1056,15799,16138,8892,15638,15468
1057,9824,9289,10122,11650,11411
1058,12575,14442,8058,4261,1951
1059,6386,17342,17377,15584,12686
1060,10445,11733,7021,4428,12686
1061,6386,5338,6886,11573,3138
1062,4074,858,14279,15248,10241
1063,1833,3300,8665,5282,9204
1064,4318,14056,1407,6300,13145
1065,11096,6135,11333,12490,592
1066,9660,15482,5977,16385,13417
1067,13963,8126,10705,16347,17143
1068,1951,4305,16365,16019,4428
1069,1833,10419,10951,13983,5734
1070,5481,11650,573,11298,15372
1071,6386,16092,11333,15674,5242
1072,6386,3138,13955,10117,10377
1073,7067,7147,9881,14006,17522
1074,9193,16853,16259,15140,16706
1075,9289,13614,13135,5481,2949
1076,6135,11096,2036,11333,12490
1077,12575,16789,4261,13614,2939
1078,6655,3820,6829,2938,9212
1079,16642,3890,15808,12240,5391
1080,12575,8058,13135,1951,2939
1081,15888,16092,16385,13609,13417
1082,6386,3138,6662,10377,9673
1083,6386,15100,3138,15140,10377
1084,16234,6886,2368,16092,9577
1085,16853,9193,6902,9167,17342
1086,1951,2939,4305,15959,16019
1087,12575,13614,1951,13135,8058
1088,10605,8629,1877,14638,17502
1089,8333,18,13570,5515,15779
1090,6386,9193,3138,3809,10377
1091,15888,16092,16385,15053,7119
1092,3138,8126,2382,10377,148
1093,5404,14924,8665,12558,16027
1094,12575,2939,703,12841,12008
1095,6386,9193,3138,11976,10377
1096,12575,6093,8058,16789,1951
1097,8892,4428,8089,11342,12686
1098,17273,15799,16138,8892,15638
1099,1833,11333,12490,8665,12558
1100,4826,1874,11552,4048,1607
1101,1833,7120,15482,9115,10149
1102,1781,6491,14941,13433,7021
1103,5404,3763,148,15632,5381
1104,5481,7067,16254,17079,341
1105,6386,3138,10377,17457,4681
1106,7863,16611,16106,5813,6395
1107,6135,11096,975,11333,12490
1108,12575,16789,4261,13614,2939
1109,5253,7564,6782,6074,14624
1110,3895,14566,1048,14485,18
1111,10445,11733,7021,4428,12686
1112,6386,3138,15140,10377,9673
1113,11484,1564,4428,12686,11342
1114,6386,16092,3138,15674,5242
1115,1781,5370,1138,7021,15842
1116,1781,13509,7021,6268,15842
1117,4450,5555,14654,3321,11956
1118,5344,2332,10430,5370,12639
1119,13145,7067,6496,7602,7057
1120,13509,12154,1536,6268,14514
1121,4373,1951,15102,5854,1406
1122,10605,4001,2910,9324,9163
1123,9881,10769,11298,2220,5933
1124,11647,12575,6386,14662,9460
1125,1781,5370,7021,12607,475
1126,6386,3138,11333,15674,5242
1127,11083,12963,17163,5381,11725
1128,4373,1951,15102,5854,1248
1129,13295,8665,13914,16350,11790
1130,12575,4261,16789,8058,2939
1131,6135,11096,11333,12490,8665
1132,13509,6493,10453,6268,14514
1133,15888,16092,16385,13417,7119
1134,13145,7067,10769,11298,14006
1135,1781,17273,9660,10419,7621
1136,830,15046,969,4599,5246
1137,3809,1138,4428,6948,11342
1138,3809,8419,4428,6948,11342
1139,3964,16234,16385,15289,13417
1140,13509,5370,3193,5282,2277
1141,6386,16092,11333,15674,5242
1142,6632,11316,11747,3486,12836
1143,6386,16092,3138,11333,12490
1144,6386,17342,17377,10377,4428
1145,10605,9333,9324,2587,15488
1146,1765,1138,4428,11790,10201
1147,16092,15674,5242,9673,14392
1148,14654,11079,12948,15842,18
1149,6386,15100,3138,16259,10377
1150,16138,8042,8419,4428,2966
1151,13509,6268,14514,5020,8897
1152,4475,5027,16611,10058,5327
1153,1781,5370,7021,14485,12607
1154,2499,14924,5404,2492,8665
1155,10445,11733,7021,14485,1000
1156,6386,3138,2022,15674,5242
1157,1833,2499,11333,12490,8665
1158,11432,9660,16092,12490,4120
1159,12575,1951,16789,6093,13135
1160,1951,4373,15102,5854,14655
1161,8892,15799,16138,13135,13614
1162,12859,12694,6410,15227,240
1163,11096,6135,11333,12490,15631
1164,6386,9193,3138,10377,9673
1165,11096,6135,11333,12490,12694
1166,9660,1833,11432,11333,4120
1167,3190,11727,52,9444,7383
1168,15478,14566,9890,12197,1877
1169,10769,9353,7560,15737,1014
1170,16092,14654,3235,18,13570
1171,7067,9881,15713,15372,14006
1172,6135,11096,2036,11333,12490
1173,6189,10079,13077,7501,867
1174,5481,485,2943,9328,561
1175,2859,6386,7512,4867,3138
1176,6386,3138,10377,11739,1090
1177,1951,4305,3936,10843,16019
1178,12575,16789,1951,2939,12674
1179,16027,5988,1487,7527,15821
1180,14816,13509,9094,6268,6334
1181,1833,16092,2851,7119,7371
1182,16092,3059,16385,16392,13417
1183,8457,2211,11944,10430,11945
1184,6386,3138,10377,148,16321
1185,11733,7021,4428,13719,11342
1186,12575,9289,3745,746,1047
1187,9294,301,1029,9102,11606
1188,6386,3138,16259,10377,9673
1189,10605,4001,9146,4858,15442
1190,326,352,8475,16234,320
1191,5481,2943,13688,900,9328
1192,4430,11333,10609,3763,12694
1193,6632,9167,11316,14737,8951
1194,1781,13509,7021,6268,15842
1195,1781,647,7021,3060,13557
1196,1951,13619,12288,11251,1703
1197,9660,10033,16092,12490,2277
1198,11157,16857,2771,3820,2101
1199,6135,11096,11333,15335,12490
1200,1833,3657,9899,3691,7124
1201,13509,2449,6268,881,8921
1202,17522,7602,7057,5643,13088
1203,6386,3138,6662,10377,9673
1204,16695,8398,2706,5391,4207
1205,1833,15482,7120,10149,7119
1206,13145,16254,9881,7067,10769
1207,12256,10039,6241,14721,11103
1208,15888,3133,16092,16385,5233
1209,9881,13145,11298,14371,10250
1210,9862,17145,4428,12686,11342
1211,16138,12841,12941,7870,1765
1212,8892,9615,16138,15799,9094
1213,16092,16385,8455,3895,15530
1214,12575,13614,2939,11453,306
1215,3100,15123,16830,847,996
1216,12575,13135,16789,8058,4261
1217,937,10410,9446,4026,15053
1218,12795,15951,3763,148,5381
1219,5282,9270,3750,5364,4048
1220,6386,3138,12490,15674,5242
1221,3554,1536,3159,10380,14711
1222,16092,3138,15674,5242,10377
1223,4373,1951,15102,5854,9819
1224,1833,7111,3657,9899,7109
1225,15799,1138,4428,11790,10201
1226,1951,11316,14376,8951,2052
1227,13018,9147,4428,11342,12686
1228,12490,3763,14822,148,5381
1229,7067,13145,7938,13652,2220
1230,14654,3300,12853,5354,8492
1231,11672,7863,2110,12405,5513
1232,3138,11333,12490,3809,15674
1233,12575,1951,16789,8058,2939
1234,12573,14055,4847,15734,2236
1235,1951,4373,15102,5854,10234
1236,6386,17062,3138,16706,10377
1237,1781,7021,2357,13509,6268
1238,16138,15799,9615,8892,5995
1239,12447,16027,7111,7110,17326
1240,1611,10114,8380,17667,11387
1241,6386,9193,16853,3138,10377
1242,7021,1487,11790,4428,12686
1243,6277,11269,5976,4943,13036
1244,15968,5404,15053,7119,7371
1245,15799,8892,16138,9615,14881
1246,15951,5027,5404,16695,3763
1247,13509,13433,6268,14514,5020
1248,2851,5282,11790,4428,11342
1249,14006,5873,13543,6392,9275
1250,13509,14514,5020,7664,1080
1251,5370,5282,9204,2277,8663
1252,13614,13135,1973,17472,13580
1253,7429,10445,11733,7021,4428
1254,16092,3138,6229,15674,5242
1255,9615,7044,3187,4428,11342
1256,15799,11368,1102,11726,4428
1257,12575,9289,3745,6093,2939
1258,11096,6135,11333,12490,13867
1259,6386,3138,8389,6662,10377
1260,6386,17342,17377,10377,4428
1261,12575,16789,4261,13135,2939
1262,1951,4305,9819,16019,4428
1263,1951,4305,9819,16019,7075
1264,12575,1951,16789,2939,306
1265,11261,1138,10249,15842,5020
1266,2499,3763,9680,11606,148
1267,1820,2110,564,16012,1793
1268,1951,4373,12864,15102,5854
1269,16159,16491,4428,12686,15702
1270,13145,14654,15530,2012,2220
1271,12575,6386,2939,2364,3138
1272,15799,8892,9615,16138,3333
1273,7147,16254,10769,15372,14006
1274,6386,3138,10377,17457,9673
1275,4475,7557,3620,16350,3217
1276,6386,3138,10377,9673,14065
1277,12575,3745,9289,6093,2939
1278,13509,14851,7088,6268,14514
1279,1951,12575,2939,4305,16019
1280,3138,12490,5391,10377,12694
1281,1951,2939,11583,4305,16019
1282,1951,12575,4305,16019,16487
1283,8892,15710,12941,1138,4428
1284,13121,18,15821,13570,15779
1285,12864,11157,6268,12866,14514
1286,6386,12575,2939,3138,10117
1287,11261,13509,6268,10249,213
1288,15888,16092,16385,3895,15530
1289,6338,16857,2771,3820,2101
1290,6496,13387,1100,8881,4826
1291,17667,6849,15067,10966,7017
1292,16092,3948,3809,12715,3061
1293,16092,16385,17045,11258,13417
1294,15301,1138,354,635,15603
1295,16853,9193,16385,16259,15140
1296,6386,15100,3138,6662,10377
1297,1951,4305,16019,4717,16487
1298,10605,4001,9324,9163,2216
1299,9881,10769,14006,13592,14371
1300,12941,7870,14774,4428,16487
1301,16092,3138,11333,15053,15674
1302,13509,6268,14514,5020,8897
1303,4847,15734,2236,14055,8051
1304,15482,9660,1833,2368,15808
1305,6386,17062,3138,15140,10377
1306,6386,3138,2851,9673,12079
1307,6135,11333,12490,9362,6958
1308,12299,6616,11201,6251,1848
1309,13509,11060,6268,14514,5020
1310,13509,15489,6268,5625,14514
1311,1951,1138,4428,12686,11342
1312,11298,4279,14371,10250,4318
1313,6323,12694,13689,12212,14563
1314,17342,17377,8665,12288,15053
1315,16092,12639,3193,4428,12686
1316,16092,3193,12639,14485,4428
1317,16853,9193,7327,16259,15140
1318,17342,3138,17377,4428,9673
1319,6386,16092,3138,15053,15674
1320,5481,900,9328,7501,5524
1321,6386,3138,11204,10377,9673
1322,13509,7948,1138,6268,15842
1323,3138,3763,148,14973,16321
1324,7335,10932,16350,5282,11790
1325,8967,8419,4428,11790,11342
1326,6386,3138,16706,10377,9673
1327,13614,13135,14256,4605,9819
1328,17667,6849,11387,15067,7017
1329,10114,15506,1686,1745,4376
1330,6386,3138,6156,14411,5729
1331,11298,5513,5573,2070,13294
1332,5344,5370,14514,17695,15979
1333,6386,3138,17186,15053,10377
1334,6300,13145,9881,14006,14371
1335,6386,3138,2022,10424,10377
1336,4564,4567,7176,2278,1138
1337,12575,8058,1951,6093,13614
1338,6386,3138,11037,11163,10377
1339,1951,4373,15102,5854,14637
1340,12864,13509,6268,12866,14514
1341,4373,1951,15102,5854,6119
1342,15596,3554,15713,5812,13729
1343,10114,1686,1745,11387,15067
1344,15053,5242,4964,12649,956
1345,5680,3809,1138,9798,3025
1346,12795,5027,232,3763,148
1347,1252,1973,12542,12996,13580
1348,12575,6386,2939,3138,12996
1349,11157,13295,2332,16350,11790
1350,13295,12864,13509,16350,16027
1351,15888,16092,15867,3903,6839
1352,12575,2939,16092,3648,2575
1353,16385,2211,13417,16845,3903
1354,13135,13614,17472,7935,8309
1355,1833,9115,16092,2851,7119
1356,16092,16385,3809,9890,13417
1357,6386,1229,7938,3138,13652
1358,3763,11410,12974,16113,148
1359,9881,11340,13342,14371,15797
1360,12575,13135,1951,2939,703
1361,15799,15638,4428,11342,12686
1362,1951,4305,4096,16019,4200
1363,14006,10250,2457,7602,10305
1364,6757,5020,8863,8897,11689
1365,6135,11096,2036,11333,12490
1366,15888,16092,16385,13417,7119
1367,4373,1951,1781,15102,5854
1368,7067,10769,15372,14371,4279
1369,9415,6112,2432,6034,13989
1370,13698,1048,12354,14289,4828
1371,12575,13614,1951,13135,6093
1372,9881,16254,7067,15713,15372
1373,15888,16092,16385,6119,16953
1374,9333,9324,8940,8629,1877
1375,1781,13509,7021,7348,5020
1376,16092,3809,1138,3193,12639
1377,14811,14514,5020,3776,12870
1378,7067,15713,4279,4318,15797
1379,7495,2851,16027,16350,2778
1380,16857,2771,5513,2101,13593
1381,6229,1765,10920,4428,12686
1382,13509,6268,5889,14514,13162
1383,1951,4305,9819,8392,16019
1384,6386,3138,15053,6910,10377
1385,6386,3138,15140,10377,9673
1386,13145,15372,14371,10250,9920
1387,6386,17342,3138,17377,4428
1388,6386,15100,3138,10377,17457
1389,6386,15100,3138,15053,10377
1390,6386,5391,906,12694,9673
1391,15674,5242,7727,14822,8658
1392,6386,3763,8126,148,16321
1393,6386,16092,11333,15674,5242
1394,7067,13145,11298,14371,10250
1395,13509,6268,14514,5020,11342
1396,8940,8629,1877,14638,9408
1397,1951,2939,4305,16019,16487
1398,9615,15799,8892,16138,10689
1399,9333,15478,9324,13359,11622
1400,6386,12575,2939,3138,8455
1401,13145,15713,5573,7572,8605
1402,9881,7147,15372,11298,10250
1403,15888,16092,16385,13417,15867
1404,3389,2803,4428,2966,11342
1405,1781,17273,10419,15808,11733
1406,14006,4153,1121,5643,7795
1407,13145,7671,15713,11298,14006
1408,6386,14950,3138,4439,10377
1409,11096,6135,11333,12490,11606
1410,5404,11333,12490,8665,12558
1411,10430,5370,6268,3193,12639
1412,2332,12136,8897,14561,6952
1413,14442,13614,13135,16846,16692
1414,6386,17062,3138,15140,4439
1415,3897,3904,16962,13596,283
1416,12273,7564,15190,2841,14624
1417,12447,16695,13619,7111,3278
1418,17342,12096,17377,4772,12639
1419,10605,4521,9324,15442,9890
1420,11261,7504,5370,10249,11680
1421,3763,148,5381,6584,7890
1422,11298,15372,13575,15797,16920
1423,15799,12941,9147,4428,10201
1424,16695,5391,9723,3763,1008
1425,1781,13509,7021,6268,15842
1426,5253,13193,7564,14822,14624
1427,14129,15734,4847,2236,14055
1428,15888,16092,8951,4116,3486
1429,1833,10419,8665,16350,5282
1430,8816,4900,4428,12686,11342
1431,15674,5242,7727,14822,14973
1432,7147,7067,10761,17522,9920
1433,10039,14721,11103,9213,8522
1434,1049,14818,16027,5988,10755
1435,1833,9660,16092,12490,11414
1436,16131,11269,2011,13843,1838
1437,3573,6386,3134,3138,9360
1438,9615,6119,12941,4428,12686
1439,16092,2110,5513,9220,7140
1440,5344,13509,5370,12639,3193
1441,16092,16385,13417,9661,7371
1442,9615,16138,8892,15799,15638
1443,2275,1138,4428,12686,11342
