,rec1,rec2,rec3,rec4,rec5
841,14597,5481,16254,9328,15530
842,11096,11333,12490,6021,13778
843,12575,4261,13135,2939,837
844,15100,3138,10377,14065,11332
845,1138,17602,16504,4428,10234
846,10769,15674,5589,12812,16780
847,7152,16830,7397,15808,12734
848,16234,2368,9577,900,14088
849,10080,13121,18,13570,2895
850,754,6886,900,12142,7501
851,5481,9881,9328,4318,7057
852,16963,10769,10304,5510,12251
853,7856,11892,7241,6896,7592
854,16963,10769,10304,9094,6418
855,5481,16254,9328,7501,4279
856,10937,13202,752,10700,210
857,12324,12273,6782,5094,4356
858,4074,14279,10241,12245,552
859,14279,10241,12245,5401,552
860,3895,14566,13570,14392,6017
861,13614,13135,7817,10711,17472
862,16234,9577,10079,900,10608
863,930,7449,16887,4428,10234
864,9193,6386,3138,2022,11332
865,5481,14006,9328,10250,9920
866,5481,10122,16234,11650,4205
867,6386,11606,11714,16321,14973
868,10769,8173,8522,9476,9095
869,12174,16965,4430,12694,9673
870,7067,13457,15372,14131,13088
871,13295,16890,726,654,16350
872,10836,16264,11453,14721,8522
873,17377,7870,4428,11342,1694
874,13145,7147,11298,14006,9920
875,581,6886,3138,5715,5430
876,6386,3138,6590,10377,9673
877,6886,5481,13145,9328,10250
878,682,12490,12542,5242,16009
879,8471,879,1685,1686,14857
880,16963,5034,4817,10351,11342
881,4428,7900,3010,14446,2148
882,12575,4261,7067,2939,2752
883,12490,14392,9662,4048,4488
884,1951,12575,2939,12686,16379
885,9193,16853,16259,15140,16706
886,12575,9289,3745,2939,6538
887,10769,8173,9095,4428,4271
888,10769,8173,9095,4428,4271
889,4772,4128,982,6161,11144
890,12029,11206,12062,12754,11525
891,10769,15053,15674,11076,14034
892,5481,14006,9328,4279,4318
893,10361,8309,6998,12150,4796
894,6386,15100,3138,10241,552
895,16264,11453,8522,6119,16019
896,10769,14654,5571,1138,4428
897,16513,12821,11889,3899,17012
898,10769,11453,13638,6119,10234
899,16234,9577,900,6590,3563
900,16234,2368,16385,9328,541
901,13882,1195,3060,240,14446
902,12490,12542,5242,16009,10676
903,10769,8173,1138,9095,4428
904,1011,4373,1951,15102,6926
905,5404,3763,15632,5381,7574
906,17377,900,12288,354,12639
907,2623,15842,10879,3882,240
908,9304,2512,17489,14959,8807
909,16963,10769,10304,10366,11342
910,1951,4305,16019,11342,10234
911,16092,9890,14638,9408,14392
912,10121,5481,12608,16254,775
913,12490,12542,5242,16009,14392
914,13295,3300,7021,16350,1487
915,4428,16233,9315,3010,14446
916,15010,17039,7067,9888,12987
917,16092,3895,13164,14392,15602
918,4564,4567,7948,10147,3326
919,12490,12542,5242,16009,14392
920,6886,12490,12542,5242,16009
921,10769,8173,14654,8522,9095
922,232,148,5381,8174,7379
923,10419,10149,16504,14100,10879
924,12906,4428,10234,5623,11701
925,6386,3138,6590,10377,14065
926,7152,2368,11179,12620,16027
927,10769,15674,3235,16504,8089
928,2939,10608,2575,3403,14392
929,12490,5391,148,12694,12212
930,4057,10054,10056,7449,10380
931,10769,5571,1138,17567,11145
932,724,13698,7150,14273,1048
933,6886,14597,5481,4254,2435
934,10769,15053,15674,15867,12812
935,306,3660,8002,1487,17602
936,7870,14359,4428,6194,11342
937,11559,7856,10410,4026,11892
938,10769,5571,1138,17567,11145
939,12659,5584,11638,13210,5001
940,10215,4373,1951,15102,837
941,7067,15372,13088,10305,11662
942,12490,8629,14638,5679,10175
943,12447,3895,13164,1048,7111
944,12490,5391,12694,1112,12212
945,6386,15100,10377,9673,14065
946,9193,900,12542,5925,4389
947,9094,2160,5571,11145,17567
948,16092,3709,5685,14392,15602
949,12490,12542,15148,5242,16009
950,11597,11596,230,11595,10329
951,5854,4305,16019,1454,14446
952,15476,8543,2368,16642,16385
953,10122,9289,8542,5310,5481
954,9660,13969,4120,199,1066
955,14751,4428,5289,3997,3010
956,12490,4964,12649,14910,12270
957,13963,2851,13807,16811,13171
958,3809,10377,11332,15154,11858
959,7152,5404,11179,3217,15255
960,17633,555,6,10079,9505
961,2022,2405,12079,14065,17427
962,13509,6268,14514,5020,6598
963,14442,13614,13135,17583,10711
964,7067,15372,2012,13088,10305
965,4305,9819,16019,11342,10234
966,4305,6119,16019,4428,8089
967,7067,15372,13088,10305,786
968,9193,15100,2022,10377,11858
969,830,1136,10234,2529,11771
970,3895,16504,14485,11342,10899
971,16963,10769,7501,9579,15867
972,4428,5263,755,3010,2074
973,10010,17346,2267,8887,5076
974,16963,10769,10304,14654,11342
975,15053,15674,16683,4739,11541
976,7067,15372,13088,2648,10305
977,5352,3607,11412,14692,13859
978,4564,4428,11342,10996,11144
979,17633,555,960,6,10079
980,16890,654,648,13502,10357
981,6386,3138,900,8494,6590
982,3895,7371,16504,10389,10398
983,5854,12607,8222,14446,1657
984,7021,14485,8605,8753,8810
985,5027,354,12694,14514,5020
986,12490,1019,10998,14392,954
987,10705,16347,3114,17143,9020
988,13457,12490,12542,5242,16009
989,13509,16350,16027,14514,5020
990,11889,12821,3899,17012,13490
991,11852,4598,12820,15906,650
992,6386,9193,15100,3138,2022
993,10355,410,13004,452,2681
994,12490,5242,14392,9218,8072
995,16863,7152,16830,15808,7557
996,13963,847,2851,13807,16811
997,10648,6298,6640,4035,15441
998,13698,10456,1048,12354,3550
999,9193,6386,2022,10377,14065
1000,16092,964,14392,6282,15602
1001,1002,15047,10503,4630,9539
1002,15047,10503,4630,9539,10546
1003,4198,10769,15674,5280,2309
1004,1028,14716,4775,11622,10754
1005,12490,12542,5242,16009,14392
1006,10149,16504,10879,6984,8775
1007,306,2913,13807,8126,10559
1008,14670,9723,3278,9857,14822
1009,2036,10149,15674,16504,5367
1010,135,4305,16019,8392,11342
1011,320,8475,15897,9577,8333
1012,5854,6139,10234,5623,4008
1013,10334,1138,4428,10234,9244
1014,9193,3809,7017,4376,12150
1015,5854,4305,16019,7097,14446
1016,12490,12542,5242,16009,14392
1017,16204,709,16234,16092,9577
1018,13963,10366,8126,11799,10045
1019,3895,2360,14392,5367,1541
1020,5653,4943,2989,12672,1652
1021,12623,16504,10879,4428,6984
1022,10149,16914,8629,14638,5437
1023,14442,17653,15427,4305,6119
1024,10445,17342,17377,16433,14192
1025,6386,15100,10377,12079,11332
1026,16207,4521,3059,16392,16208
1027,12490,5391,9775,14428,148
1028,14716,4775,2910,1004,11622
1029,4699,9294,11875,9147,8605
1030,724,9972,3145,462,11657
1031,7120,13698,6156,14411,1048
1032,16504,4428,6984,3010,14446
1033,4564,7021,15842,9853,11342
1034,3895,5812,16504,14485,1703
1035,17649,8126,148,16321,14973
1036,6386,2022,10377,9673,12079
1037,5027,4475,12795,354,15526
1038,2368,16234,9577,2851,7119
1039,13509,8212,6268,14514,5020
1040,5404,480,16120,13811,148
1041,12674,15372,15530,13088,6282
1042,10769,13638,6119,4428,10234
1043,14566,1048,7111,3103,7123
1044,9456,8833,13519,3799,5636
1045,16092,2458,3235,14392,2861
1046,3654,16234,2368,690,9479
1047,3138,6590,10377,12250,9673
1048,16234,13698,2368,9577,5578
1049,7119,7371,14392,2778,3056
1050,5404,2499,3465,148,15632
1051,16234,9577,3809,7501,5702
1052,8126,148,14973,16321,12109
1053,11096,6135,11333,12490,6958
1054,12575,2939,8309,16688,11281
1055,10769,14654,5571,1138,17567
1056,15638,15468,6683,13750,9147
1057,9824,9289,11411,464,17485
1058,14442,17653,15427,4305,6119
1059,10445,17342,17377,15584,13519
1060,7870,1487,4428,11342,13519
1061,6386,11573,3138,6590,14065
1062,4074,858,14279,15248,10241
1063,3895,5282,7111,16504,7110
1064,7067,15372,14056,1407,13088
1065,11096,11333,12490,592,928
1066,9660,6506,13417,13969,4861
1067,10769,8173,9095,4428,4271
1068,4305,16365,16019,11342,10234
1069,10419,10951,13983,6821,5734
1070,5481,9328,4279,16920,7057
1071,12490,5242,14638,6021,8658
1072,6386,9193,15100,2022,10377
1073,10769,9094,8173,9095,4428
1074,9193,16853,16259,15140,16706
1075,9289,2949,13614,13135,13927
1076,11096,11333,12490,6958,8073
1077,12575,2939,9819,9528,5999
1078,2623,240,5468,2074,15214
1079,16642,9193,3890,5391,13433
1080,12575,830,2939,1136,1250
1081,16092,13417,3903,14392,15602
1082,6386,15100,10377,14065,11858
1083,10769,15053,15674,11076,6083
1084,16234,6886,2368,16092,9577
1085,9193,6902,14346,14598,13733
1086,4305,15959,16019,4428,11342
1087,12575,4261,6093,2939,2752
1088,8629,1877,14638,17502,5679
1089,3895,13121,17702,13570,1657
1090,9193,15100,3809,11606,16122
1091,10769,15053,15674,3235,12812
1092,8126,2382,148,14973,16321
1093,16695,10149,15053,10,2175
1094,12575,2939,703,12841,765
1095,9193,2022,11976,9673,12079
1096,10769,13638,6119,4428,10234
1097,15638,2966,12686,14408,9707
1098,10039,16796,5571,12641,17567
1099,2036,10149,13808,16707,8338
1100,4826,1874,11552,2902,2029
1101,8362,9115,10149,7111,7110
1102,6318,17034,15842,10549,16233
1103,5404,16695,10,5496,295
1104,5481,17079,341,11451,900
1105,15100,3138,4681,11332,15154
1106,16106,5813,13998,11456,3010
1107,2036,975,12490,15674,16683
1108,17653,15427,4305,6119,16019
1109,6782,5094,4356,13506,12478
1110,3895,7111,7110,13570,17287
1111,10769,14654,1138,17567,11145
1112,6386,2022,9673,11332,15972
1113,11484,1564,9707,1460,13519
1114,12490,12542,5242,16009,14392
1115,15842,13570,12607,14446,1657
1116,4564,7021,15842,11342,15166
1117,5555,14654,3321,11956,2458
1118,2332,5370,12639,5282,8800
1119,7067,15372,6496,13088,10305
1120,4428,3997,3010,14446,1841
1121,5854,16019,1406,4008,14446
1122,10605,4001,9324,9163,15442
1123,16963,10769,10304,5933,2657
1124,11647,14662,12996,5915,9460
1125,7021,14485,15072,6077,1657
1126,13723,12490,12542,11580,5242
1127,11083,12963,17163,11725,493
1128,5854,4305,16019,14446,8669
1129,13914,10879,17665,5754,9750
1130,10769,6119,10234,5623,5367
1131,11096,6135,11333,12490,12212
1132,6493,10453,9513,2641,362
1133,7067,16092,15372,13088,10305
1134,10769,8173,14721,9095,4428
1135,1781,4728,1487,14485,9853
1136,830,15046,969,5246,2529
1137,3809,1138,11790,6948,12686
1138,10769,5571,17567,11145,4428
1139,16264,11453,14721,8522,15648
1140,4564,15867,2277,16504,11342
1141,10769,15053,15674,11076,12812
1142,10769,8173,8951,2402,15053
1143,12490,12542,15674,5242,16009
1144,10445,3663,17342,17377,6680
1145,9333,16914,1877,12361,5437
1146,9147,2966,12686,16112,16665
1147,12490,3809,5242,16009,14392
1148,18,6212,4083,4508,4082
1149,15100,3138,12079,11332,15154
1150,10769,5571,1138,11145,17567
1151,4101,15050,9053,10147,4360
1152,4475,10058,15526,3669,17543
1153,15842,13570,12607,14446,1657
1154,2499,2492,17602,12079,295
1155,3895,7870,14485,8089,4428
1156,2022,12490,12542,5242,913
1157,2036,10149,15674,10389,3230
1158,3973,4048,9940,14171,11488
1159,12575,16789,2939,10846,11281
1160,6139,10234,5623,4008,17279
1161,10039,16796,4305,16019,8769
1162,6410,15227,16726,12212,8411
1163,11096,11333,12490,5242,6958
1164,6386,3138,10377,9673,14065
1165,11096,6135,11333,12490,5242
1166,12490,15205,14392,3822,4048
1167,16254,9444,14006,7602,7795
1168,14566,16914,12197,12361,16600
1169,9353,1014,13926,16279,12727
1170,14654,13004,18,14392,1657
1171,7429,10769,9095,4428,4271
1172,11096,11333,12490,6958,8073
1173,6189,12575,10079,867,6590
1174,5481,9328,561,7501,9920
1175,7512,10769,4867,15053,1138
1176,9193,10377,11739,1090,12079
1177,1951,3936,10843,16487,9470
1178,12575,2939,12674,17576,6119
1179,13584,1487,8718,6664,9870
1180,14816,5513,6334,8833,9053
1181,1833,16092,2851,7119,7371
1182,10769,16914,15674,12812,14034
1183,11944,11945,7087,5792,12084
1184,8126,148,16321,14973,12109
1185,9094,7870,4428,13719,11342
1186,12575,9289,3745,2939,13927
1187,9294,301,1029,9102,11606
1188,10769,15053,15674,11076,6083
1189,4001,9146,15442,2587,2341
1190,326,16234,352,9577,541
1191,5481,900,9328,7501,652
1192,10609,12490,5391,12694,148
1193,10769,9094,8951,2402,11713
1194,4564,7021,15842,9586,11342
1195,15842,3060,13557,901,17207
1196,13619,12288,11251,1703,11252
1197,10149,15053,15674,6889,10389
1198,11453,1138,4428,240,5468
1199,11096,15335,11333,12490,8658
1200,7109,3691,7124,8718,4856
1201,4428,7900,3010,14446,1841
1202,7067,15372,17522,13088,7036
1203,9193,3138,10377,9673,11332
1204,8398,15140,4207,17303,17457
1205,1833,7120,15482,7371,4856
1206,7067,14442,15372,13088,10305
1207,12256,6241,14721,8522,5571
1208,3133,5233,15928,14392,1502
1209,7067,15372,13088,10305,6657
1210,1951,9862,7049,4518,12686
1211,9147,12686,11342,16112,9707
1212,9094,5571,11145,17567,4428
1213,10366,3895,14392,5367,1541
1214,10769,11453,6119,10234,7361
1215,8977,8718,11808,4910,15175
1216,12575,8058,1951,2939,306
1217,937,10410,11892,7241,7592
1218,12795,148,6584,16726,6539
1219,5282,9270,3750,5364,9767
1220,12490,12542,4389,5242,16009
1221,3554,1536,3159,10380,6440
1222,12490,12542,5242,16009,8982
1223,1951,4373,9819,9470,5042
1224,7111,3657,7109,7124,2407
1225,15638,2966,12686,11342,13519
1226,17103,8951,2052,3882,4428
1227,2966,12686,8605,9707,13519
1228,16695,10,7471,16726,10725
1229,7938,13652,16140,11278,13088
1230,3300,12853,5354,8492,452
1231,11672,2110,5513,5379,7140
1232,12490,3809,12542,5242,14392
1233,12575,2939,8309,191,4700
1234,14055,4847,12573,11840,8211
1235,1951,5854,16487,8222,5042
1236,2022,13689,12079,14065,16122
1237,14446,2357,4564,7021,15842
1238,15799,16138,8892,9615,1765
1239,12447,7111,7110,17326,7116
1240,15067,13593,16941,7017,12978
1241,6386,15100,2022,10377,9673
1242,1487,16504,11790,4428,11342
1243,4093,7976,16110,6251,8464
1244,15968,13427,12079,11357,2994
1245,9615,15799,16138,8892,11121
1246,16695,10,148,2175,15175
1247,8089,4428,4174,15574,7097
1248,10769,6119,1138,16504,4428
1249,10769,13543,6392,9275,6742
1250,4428,1080,4008,1442,8242
1251,16504,2277,4428,6984,3010
1252,1973,17472,13580,3263,17678
1253,7429,7870,4428,11342,8605
1254,12490,6229,5242,4439,14392
1255,7044,9147,16112,14583,8605
1256,15638,11368,11726,9147,14595
1257,10769,13638,6119,10234,5623
1258,11096,11333,12490,13867,11606
1259,9193,15100,8389,10377,9673
1260,10769,9094,1138,15053,15674
1261,12575,2939,10526,5034,4817
1262,1951,9819,16487,16379,9470
1263,9094,4428,10234,5623,10918
1264,12575,7067,2939,9353,1014
1265,1138,4428,5289,3010,5598
1266,2499,148,16726,8174,2991
1267,1820,15841,16012,1793,4428
1268,6139,10234,5623,4008,17279
1269,16159,16491,15702,6176,5117
1270,16963,10769,10304,14654,11342
1271,9193,15100,2364,12996,11479
1272,16138,15638,3333,15191,9147
1273,7067,4074,15372,3809,13088
1274,2022,9673,3714,14065,15154
1275,13295,7557,17701,15525,4991
1276,15100,2022,9673,8605,14065
1277,12575,3745,9289,2939,306
1278,14751,7088,4428,4174,3010
1279,1951,16019,8130,16487,16379
1280,12490,5391,148,12694,12212
1281,1951,11583,4305,16487,16379
1282,4305,6119,1138,4428,10234
1283,15710,15237,12686,16665,9707
1284,9679,13121,18,13570,1657
1285,1138,4428,4174,3997,3010
1286,10117,12996,11479,9673,11281
1287,11261,213,13819,17027,11297
1288,16092,3895,14485,14392,6282
1289,6338,13593,2938,240,5468
1290,2036,10149,15674,14100,6889
1291,8380,2550,16804,16269,15506
1292,3948,3809,12715,3061,14392
1293,16092,11258,14392,2861,15602
1294,15301,635,15603,6270,2933
1295,9193,12288,12542,4389,16416
1296,10769,15053,15674,11076,6083
1297,16019,4717,4428,8089,10234
1298,4001,9324,15442,1877,2240
1299,7067,15372,13592,13088,15237
1300,15638,14774,16487,11342,13519
1301,12490,15053,5242,16009,14392
1302,4428,3010,14446,2148,27
1303,14055,15734,12635,7619,8211
1304,15482,8362,7111,7110,3711
1305,9193,15100,3138,12079,14065
1306,10769,15053,15674,11076,12079
1307,12490,11381,10089,14114,6485
1308,12299,10188,13615,8464,5360
1309,11060,106,7213,17195,9053
1310,4428,4174,3010,14446,2148
1311,10769,5571,1138,17567,4428
1312,7067,5775,15372,12586,13088
1313,6323,12694,13689,14365,1993
1314,17377,12288,12639,5242,1703
1315,12639,3193,8084,6328,14392
1316,10769,1138,11145,15674,16504
1317,9193,16853,16259,15140,16706
1318,10445,17342,17377,13519,9065
1319,12490,5242,14392,4106,8619
1320,5481,11298,900,9328,10250
1321,3138,11204,9673,11332,12462
1322,7948,1138,15842,17391,918
1323,8126,148,16321,14973,12109
1324,7335,16504,10879,4209,9315
1325,9147,11790,2966,16112,16665
1326,6386,3138,10377,9673,14065
1327,4605,9819,17472,8309,4611
1328,15506,6849,15067,10966,8661
1329,15506,11387,15067,8661,12049
1330,6156,14411,2022,5729,13330
1331,7067,15372,5513,2070,13294
1332,16504,4428,6984,3010,14446
1333,6386,3138,17186,15053,15221
1334,7067,15372,13088,10305,6657
1335,3138,2022,10424,10377,9673
1336,4564,7176,2278,1138,8267
1337,10769,13638,6119,15053,10234
1338,6386,3138,11037,10377,9673
1339,15102,14637,9470,5042,5376
1340,11453,14751,1138,4428,3010
1341,6119,6139,10234,5623,4008
1342,15596,13145,15713,11298,14371
1343,15506,2979,11387,8309,7017
1344,15053,15674,4964,12649,14034
1345,11072,5680,9798,3025,12686
1346,232,148,6584,5381,8174
1347,1252,1973,13580,3263,17678
1348,2939,12996,11479,9673,15154
1349,16504,10879,4428,9315,15050
1350,16504,10879,4428,6984,9315
1351,10769,15867,15674,6839,6321
1352,10769,6119,15674,10234,12812
1353,2211,9661,3903,15887,14964
1354,13135,13614,10711,17472,7935
1355,9115,10769,10149,6119,16504
1356,3809,9890,9276,14638,9408
1357,1229,7938,13652,15053,13825
1358,16695,11410,12974,16113,10
1359,7067,11340,13342,15372,3371
1360,703,4305,6119,16019,765
1361,10769,5571,1138,17567,11145
1362,1951,4096,4200,16487,11015
1363,7067,15372,2457,13088,10305
1364,6757,8863,11689,15214,9053
1365,11096,11333,12490,7798,8073
1366,10769,15674,3235,12812,9179
1367,5854,4305,16019,4008,8222
1368,9881,14006,7602,5643,7795
1369,9415,6112,6034,13989,9632
1370,724,2036,10149,14100,6889
1371,12575,7067,2939,12008,4595
1372,16963,10769,10304,11325,11342
1373,10769,6119,15674,16504,12812
1374,9324,8629,1877,12361,14638
1375,7348,15842,1535,240,10996
1376,10769,1138,16504,4428,11342
1377,14811,3233,4428,12870,3010
1378,7067,15713,15372,13088,10305
1379,10149,10879,10389,6044,11808
1380,7067,5513,2101,13593,2938
1381,6229,9147,10920,2966,11342
1382,4428,15233,3010,14446,212
1383,1951,9819,8392,14774,16487
1384,6386,9193,15100,15053,6910
1385,6386,15100,2022,6377,14065
1386,7067,15372,14518,13088,10305
1387,10445,3663,17342,15638,17377
1388,10769,15053,15674,11076,4005
1389,6386,15100,3138,2022,15053
1390,906,148,6871,12212,3476
1391,16695,10769,15053,15674,10
1392,8126,148,14973,16321,12109
1393,12490,12542,5242,16009,14392
1394,7067,15372,13088,17249,10305
1395,13509,16324,6268,14514,5020
1396,8629,14638,5679,9552,10208
1397,1951,4305,8130,16487,16379
1398,10689,15638,2818,16861,1667
1399,9333,9324,13359,11622,1877
1400,2939,2022,12996,11479,4595
1401,9881,16254,15713,9920,15797
1402,7067,7147,15372,13088,10305
1403,15888,16092,15867,14392,15602
1404,15638,3389,2803,2966,8605
1405,1781,11733,16667,5693,1487
1406,16963,10769,10304,4153,1121
1407,7429,16963,10769,10304,11342
1408,6386,15100,4439,11739,9673
1409,11096,11333,12490,11606,14034
1410,5404,12490,148,7124,4856
1411,5370,12639,5282,8663,6328
1412,4428,3010,6952,14446,2009
1413,14442,3660,16019,14130,7768
1414,6386,15100,2022,4439,9673
1415,1753,3897,9205,14941,10912
1416,5253,13193,7564,6074,1990
1417,12447,13619,7111,3278,14822
1418,3024,10769,12096,1138,15053
1419,4521,15442,9890,1877,12361
1420,16504,4428,3010,212,4434
1421,12795,148,7890,15453,15082
1422,10769,8173,14721,9095,4428
1423,9147,11790,11342,16665,8605
1424,16695,5391,3278,3000,148
1425,4564,7021,15842,11342,10996
1426,12273,8663,9899,10628,12916
1427,14129,8278,6006,1705,7589
1428,16092,4603,5514,14392,15602
1429,10419,8665,5282,9204,11790
1430,10769,5571,1138,11145,4428
1431,12490,5242,7727,148,9940
1432,7067,15372,10761,17522,13088
1433,10039,11453,14721,8522,5571
1434,10755,15166,15089,6664,9870
1435,10149,15053,6889,10389,212
1436,16131,10188,2011,13843,2072
1437,6386,12142,9360,11479,15154
1438,15638,11342,16112,9707,16665
1439,2110,5513,9220,7140,14392
1440,16504,4428,6984,3010,14446
